kwh_credit_primary_key,satellite,bill_start,bill_end,kwh_credit_applied,kwh_credit_applied_value,kwh_credit_type,production_period,customer,identifier,discount,kwh_credit_primary_key_unique_check,entry
10046481981_43658_43687_43698_credits_000001,10046481981,7/12/2019,8/10/2019,826,-74.71,credits,8/21/2019,CUST-00491,10046481981_43658_43687_43698_credits,10.00%,1,693
10017227280_43658_43689_43698_credits_000001,10017227280,7/12/2019,8/12/2019,569,-54.21,credits,8/21/2019,CUST-00485,10017227280_43658_43689_43698_credits,10.00%,1,694
10016651761_43659_43689_43698_credits_000001,10016651761,7/13/2019,8/12/2019,333,-30.93,credits,8/21/2019,CUST-00761,10016651761_43659_43689_43698_credits,10.00%,1,695
10010254356_43659_43690_43698_credits_000001,10010254356,7/13/2019,8/13/2019,571,-52.96,credits,8/21/2019,CUST-00766,10010254356_43659_43690_43698_credits,10.00%,1,696
10048045693_43659_43690_43698_credits_000001,10048045693,7/13/2019,8/13/2019,1107,-102.74,credits,8/21/2019,CUST-00773,10048045693_43659_43690_43698_credits,10.00%,1,697
10010420833_43659_43686_43698_credits_000001,10010420833,7/13/2019,8/9/2019,4,-0.37,credits,8/21/2019,CUST-00494,10010420833_43659_43686_43698_credits,10.00%,1,698
10010423076_43659_43686_43698_credits_000001,10010423076,7/13/2019,8/9/2019,706,-66.6,credits,8/21/2019,CUST-00495,10010423076_43659_43686_43698_credits,10.00%,1,699
10010423795_43659_43687_43698_credits_000001,10010423795,7/13/2019,8/10/2019,163,-15.28,credits,8/21/2019,CUST-00487,10010423795_43659_43687_43698_credits,10.00%,1,700
10010459765_43659_43690_43698_credits_000001,10010459765,7/13/2019,8/13/2019,1055,-97.91,credits,8/21/2019,CUST-00496,10010459765_43659_43690_43698_credits,10.00%,1,701
10010488913_43659_43686_43698_credits_000001,10010488913,7/13/2019,8/9/2019,1110,-104.73,credits,8/21/2019,CUST-00497,10010488913_43659_43686_43698_credits,10.00%,1,702
10014522642_43659_43684_43698_credits_000001,10014522642,7/13/2019,8/7/2019,4,-0.37,credits,8/21/2019,CUST-00475,10014522642_43659_43684_43698_credits,10.00%,1,703
10027625846_43659_43686_43698_credits_000001,10027625846,7/13/2019,8/9/2019,181,-17.06,credits,8/21/2019,CUST-00499,10027625846_43659_43686_43698_credits,10.00%,1,704
10027941375_43659_43690_43698_credits_000001,10027941375,7/13/2019,8/13/2019,250,-23.2,credits,8/21/2019,CUST-00500,10027941375_43659_43690_43698_credits,10.00%,1,705
10034399559_43659_43690_43698_credits_000001,10034399559,7/13/2019,8/13/2019,154,-14.28,credits,8/21/2019,CUST-00501,10034399559_43659_43690_43698_credits,10.00%,1,706
10036810173_43659_43686_43698_credits_000001,10036810173,7/13/2019,8/9/2019,927,-87.47,credits,8/21/2019,CUST-00502,10036810173_43659_43686_43698_credits,10.00%,1,707
10041552026_43659_43689_43698_credits_000001,10041552026,7/13/2019,8/12/2019,719,-66.83,credits,8/21/2019,CUST-00488,10041552026_43659_43689_43698_credits,10.00%,1,708
10041921684_43659_43692_43698_credits_000001,10041921684,7/13/2019,8/15/2019,384,-35.54,credits,8/21/2019,CUST-00504,10041921684_43659_43692_43698_credits,10.00%,1,709
10010457371_43659_43686_43698_credits_000001,10010457371,7/13/2019,8/9/2019,154,-14.53,credits,8/21/2019,CUST-00785,10010457371_43659_43686_43698_credits,10.00%,1,710
10049017006_43659_43691_43698_credits_000001,10049017006,7/13/2019,8/14/2019,141,-13.07,credits,8/21/2019,0,10049017006_43659_43691_43698_credits,10.00%,1,711
10034211036_43660_43691_43698_credits_000001,10034211036,7/14/2019,8/14/2019,363,-33.69,credits,8/21/2019,CUST-00762,10034211036_43660_43691_43698_credits,10.00%,1,712
10018947639_43660_43691_43698_credits_000001,10018947639,7/14/2019,8/14/2019,559,-51.89,credits,8/21/2019,CUST-00516,10018947639_43660_43691_43698_credits,10.00%,1,713
10042355353_43661_43691_43698_credits_000001,10042355353,7/15/2019,8/14/2019,1150,-104.05,credits,8/21/2019,CUST-00521,10042355353_43661_43691_43698_credits,10.00%,1,714
10017179382_43662_43690_43698_credits_000001,10017179382,7/16/2019,8/13/2019,778,-72.18,credits,8/21/2019,CUST-00760,10017179382_43662_43690_43698_credits,10.00%,1,715
10041592170_43662_43690_43698_credits_000001,10041592170,7/16/2019,8/13/2019,657,-60.96,credits,8/21/2019,CUST-00760,10041592170_43662_43690_43698_credits,10.00%,1,716
10012374194_43662_43692_43698_credits_000001,10012374194,7/16/2019,8/15/2019,2210,-197.41,credits,8/21/2019,CUST-00690,10012374194_43662_43692_43698_credits,10.00%,1,717
10012438122_43662_43692_43698_credits_000001,10012438122,7/16/2019,8/15/2019,340,-31.44,credits,8/21/2019,CUST-00637,10012438122_43662_43692_43698_credits,10.00%,1,718
10018719327_43662_43691_43698_credits_000001,10018719327,7/16/2019,8/14/2019,1338,-123.95,credits,8/21/2019,CUST-00514,10018719327_43662_43691_43698_credits,10.00%,1,719
10019040913_43662_43691_43698_credits_000001,10019040913,7/16/2019,8/14/2019,650,-60.22,credits,8/21/2019,CUST-00518,10019040913_43662_43691_43698_credits,10.00%,1,720
10035885804_43662_43692_43698_credits_000001,10035885804,7/16/2019,8/15/2019,4,-0.35,credits,8/21/2019,CUST-00652,10035885804_43662_43692_43698_credits,10.00%,1,721
10041151787_43662_43690_43698_credits_000001,10041151787,7/16/2019,8/13/2019,803,-74.5,credits,8/21/2019,CUST-00503,10041151787_43662_43690_43698_credits,10.00%,1,722
10028066479_43663_43692_43698_credits_000001,10028066479,7/17/2019,8/15/2019,905,-83.39,credits,8/21/2019,CUST-00771,10028066479_43663_43692_43698_credits,10.00%,1,723
10045813200_43663_43692_43698_credits_000001,10045813200,7/17/2019,8/15/2019,701,-63.53,credits,8/21/2019,CUST-00764,10045813200_43663_43692_43698_credits,10.00%,1,724
10012633656_43663_43691_43698_credits_000001,10012633656,7/17/2019,8/14/2019,960,-88.58,credits,8/21/2019,CUST-00505,10012633656_43663_43691_43698_credits,10.00%,1,725
10012763263_43663_43689_43698_credits_000001,10012763263,7/17/2019,8/12/2019,527,-48.78,credits,8/21/2019,CUST-00506,10012763263_43663_43689_43698_credits,10.00%,1,726
10012764972_43663_43690_43698_credits_000001,10012764972,7/17/2019,8/13/2019,386,-35.65,credits,8/21/2019,CUST-00507,10012764972_43663_43690_43698_credits,10.00%,1,727
10012832373_43663_43689_43698_credits_000001,10012832373,7/17/2019,8/12/2019,1165,-107.78,credits,8/21/2019,CUST-00508,10012832373_43663_43689_43698_credits,10.00%,1,728
10012896808_43663_43689_43698_credits_000001,10012896808,7/17/2019,8/12/2019,559,-51.74,credits,8/21/2019,CUST-00510,10012896808_43663_43689_43698_credits,10.00%,1,729
10012897533_43663_43690_43698_credits_000001,10012897533,7/17/2019,8/13/2019,643,-59.4,credits,8/21/2019,CUST-00511,10012897533_43663_43690_43698_credits,10.00%,1,730
10012898374_43663_43690_43698_credits_000001,10012898374,7/17/2019,8/13/2019,1320,-121.95,credits,8/21/2019,CUST-00512,10012898374_43663_43690_43698_credits,10.00%,1,731
10013331300_43663_43692_43698_credits_000001,10013331300,7/17/2019,8/15/2019,555,-49.62,credits,8/21/2019,CUST-00513,10013331300_43663_43692_43698_credits,10.00%,1,732
10015600124_43663_43696_43698_credits_000001,10015600124,7/17/2019,8/19/2019,870,-79.1,credits,8/21/2019,CUST-00642,10015600124_43663_43696_43698_credits,10.00%,1,733
10017702233_43663_43692_43698_credits_000001,10017702233,7/17/2019,8/15/2019,4,-0.35,credits,8/21/2019,CUST-00532,10017702233_43663_43692_43698_credits,10.00%,1,734
10018945757_43663_43691_43698_credits_000001,10018945757,7/17/2019,8/14/2019,147,-13.55,credits,8/21/2019,CUST-00515,10018945757_43663_43691_43698_credits,10.00%,1,735
10018947878_43663_43690_43698_credits_000001,10018947878,7/17/2019,8/13/2019,279,-25.77,credits,8/21/2019,CUST-00517,10018947878_43663_43690_43698_credits,10.00%,1,736
10019173599_43663_43691_43698_credits_000001,10019173599,7/17/2019,8/14/2019,1214,-111.98,credits,8/21/2019,CUST-00519,10019173599_43663_43691_43698_credits,10.00%,1,737
10019275832_43663_43691_43698_credits_000001,10019275832,7/17/2019,8/14/2019,711,-65.6,credits,8/21/2019,CUST-00520,10019275832_43663_43691_43698_credits,10.00%,1,738
10020214077_43663_43687_43698_credits_000001,10020214077,7/17/2019,8/10/2019,559,-52.22,credits,8/21/2019,CUST-00487,10020214077_43663_43687_43698_credits,10.00%,1,739
10041124842_43663_43692_43698_credits_000001,10041124842,7/17/2019,8/15/2019,1334,-122.92,credits,8/21/2019,CUST-00656,10041124842_43663_43692_43698_credits,10.00%,1,740
10043151421_43663_43691_43698_credits_000001,10043151421,7/17/2019,8/14/2019,505,-46.6,credits,8/21/2019,CUST-00709,10043151421_43663_43691_43698_credits,10.00%,1,741
10046827852_43663_43689_43698_credits_000001,10046827852,7/17/2019,8/12/2019,121,-11.2,credits,8/21/2019,CUST-00522,10046827852_43663_43689_43698_credits,10.00%,1,742
10048109127_43663_43689_43698_credits_000001,10048109127,7/17/2019,8/12/2019,659,-60.98,credits,8/21/2019,CUST-00523,10048109127_43663_43689_43698_credits,10.00%,1,743
10048288459_43663_43696_43698_credits_000001,10048288459,7/17/2019,8/19/2019,558,-49.27,credits,8/21/2019,CUST-00489,10048288459_43663_43696_43698_credits,10.00%,1,744
10041785402_43664_43692_43698_credits_000001,10041785402,7/18/2019,8/15/2019,1652,-151.6,credits,8/21/2019,CUST-00772,10041785402_43664_43692_43698_credits,10.00%,1,745
10044309499_43664_43694_43698_credits_000001,10044309499,7/18/2019,8/17/2019,130,-11.84,credits,8/21/2019,CUST-00769,10044309499_43664_43694_43698_credits,10.00%,1,746
10048329824_43664_43692_43698_credits_000001,10048329824,7/18/2019,8/15/2019, -   ,0,credits,8/21/2019,CUST-00751,10048329824_43664_43692_43698_credits,10.00%,1,747
10048599574_43664_43690_43698_credits_000001,10048599574,7/18/2019,8/13/2019,415,-36.83,credits,8/21/2019,CUST-00767,10048599574_43664_43690_43698_credits,10.00%,1,748
10012295654_43664_43692_43698_credits_000001,10012295654,7/18/2019,8/15/2019,810,-71.38,credits,8/21/2019,CUST-00697,10012295654_43664_43692_43698_credits,10.00%,1,749
10012896105_43664_43691_43698_credits_000001,10012896105,7/18/2019,8/14/2019,270,-24.84,credits,8/21/2019,CUST-00509,10012896105_43664_43691_43698_credits,10.00%,1,750
10015184103_43664_43692_43698_credits_000001,10015184103,7/18/2019,8/15/2019,1075,-98.64,credits,8/21/2019,CUST-00524,10015184103_43664_43692_43698_credits,10.00%,1,751
10015279580_43664_43696_43698_credits_000001,10015279580,7/18/2019,8/19/2019,646,-58.49,credits,8/21/2019,CUST-00639,10015279580_43664_43696_43698_credits,10.00%,1,752
10015514341_43664_43690_43698_credits_000001,10015514341,7/18/2019,8/13/2019,4,-0.35,credits,8/21/2019,CUST-00525,10015514341_43664_43690_43698_credits,10.00%,1,753
10015562522_43664_43691_43698_credits_000001,10015562522,7/18/2019,8/14/2019,1056,-97,credits,8/21/2019,CUST-00526,10015562522_43664_43691_43698_credits,10.00%,1,754
10015563256_43664_43690_43698_credits_000001,10015563256,7/18/2019,8/13/2019,353,-32.48,credits,8/21/2019,CUST-00641,10015563256_43664_43690_43698_credits,10.00%,1,755
10015601676_43664_43696_43698_credits_000001,10015601676,7/18/2019,8/19/2019,1181,-106.96,credits,8/21/2019,CUST-00643,10015601676_43664_43696_43698_credits,10.00%,1,756
10015621963_43664_43690_43698_credits_000001,10015621963,7/18/2019,8/13/2019,1179,-108.43,credits,8/21/2019,CUST-00644,10015621963_43664_43690_43698_credits,10.00%,1,757
10016082389_43664_43693_43698_credits_000001,10016082389,7/18/2019,8/16/2019,1368,-125.39,credits,8/21/2019,CUST-00527,10016082389_43664_43693_43698_credits,10.00%,1,758
10017702068_43664_43696_43698_credits_000001,10017702068,7/18/2019,8/19/2019,4,-0.35,credits,8/21/2019,CUST-00670,10017702068_43664_43696_43698_credits,10.00%,1,759
10017848473_43664_43697_43698_credits_000001,10017848473,7/18/2019,8/20/2019,358,-32.37,credits,8/21/2019,CUST-00663,10017848473_43664_43697_43698_credits,10.00%,1,760
10024801481_43664_43696_43698_credits_000001,10024801481,7/18/2019,8/19/2019,330,-29.88,credits,8/21/2019,CUST-00647,10024801481_43664_43696_43698_credits,10.00%,1,761
10030274822_43664_43693_43698_credits_000001,10030274822,7/18/2019,8/16/2019,4,-0.35,credits,8/21/2019,CUST-00528,10030274822_43664_43693_43698_credits,10.00%,1,762
10030412307_43664_43691_43698_credits_000001,10030412307,7/18/2019,8/14/2019,114,-10.47,credits,8/21/2019,CUST-00529,10030412307_43664_43691_43698_credits,10.00%,1,763
10031950032_43664_43690_43698_credits_000001,10031950032,7/18/2019,8/13/2019,568,-52.25,credits,8/21/2019,CUST-00650,10031950032_43664_43690_43698_credits,10.00%,1,764
10034264589_43664_43690_43698_credits_000001,10034264589,7/18/2019,8/13/2019,708,-65.08,credits,8/21/2019,CUST-00530,10034264589_43664_43690_43698_credits,10.00%,1,765
10035206738_43664_43692_43698_credits_000001,10035206738,7/18/2019,8/15/2019,419,-38.48,credits,8/21/2019,CUST-00651,10035206738_43664_43692_43698_credits,10.00%,1,766
10037981395_43664_43696_43698_credits_000001,10037981395,7/18/2019,8/19/2019,1210,-107.3,credits,8/21/2019,CUST-00702,10037981395_43664_43696_43698_credits,10.00%,1,767
10040966292_43664_43696_43698_credits_000001,10040966292,7/18/2019,8/19/2019,600,-54.33,credits,8/21/2019,CUST-00655,10040966292_43664_43696_43698_credits,10.00%,1,768
10048293509_43664_43692_43698_credits_000001,10048293509,7/18/2019,8/15/2019,110,-10.08,credits,8/21/2019,CUST-00786,10048293509_43664_43692_43698_credits,10.00%,1,769
10029462610_43664_43697_43698_credits_000001,10029462610,7/18/2019,8/20/2019,381,-34.55,credits,8/21/2019,CUST-00649,10029462610_43664_43697_43698_credits,10.00%,1,770
10044932621_43664_43696_43698_credits_000001,10044932621,7/18/2019,8/19/2019,300,-28.56,credits,8/21/2019,CUST-00657,10044932621_43664_43696_43698_credits,10.00%,1,771
10015296865_43665_43696_43698_credits_000001,10015296865,7/19/2019,8/19/2019,341,-30.73,credits,8/21/2019,CUST-00763,10015296865_43665_43696_43698_credits,10.00%,1,772
10017736785_43665_43697_43698_credits_000001,10017736785,7/19/2019,8/20/2019,557,-50.19,credits,8/21/2019,CUST-00768,10017736785_43665_43697_43698_credits,10.00%,1,773
10015081879_43665_43696_43698_credits_000001,10015081879,7/19/2019,8/19/2019,211,-19.01,credits,8/21/2019,CUST-00638,10015081879_43665_43696_43698_credits,10.00%,1,774
10015335374_43665_43696_43698_credits_000001,10015335374,7/19/2019,8/19/2019,586,-51.77,credits,8/21/2019,CUST-00531,10015335374_43665_43696_43698_credits,10.00%,1,775
10017681387_43665_43697_43698_credits_000001,10017681387,7/19/2019,8/20/2019,3868,-348.5,credits,8/21/2019,CUST-00661,10017681387_43665_43697_43698_credits,10.00%,1,776
10017684985_43665_43697_43698_credits_000001,10017684985,7/19/2019,8/20/2019,1053,-94.89,credits,8/21/2019,CUST-00662,10017684985_43665_43697_43698_credits,10.00%,1,777
10017700690_43665_43696_43698_credits_000001,10017700690,7/19/2019,8/19/2019, -   ,0,credits,8/21/2019,CUST-00401,10017700690_43665_43696_43698_credits,10.00%,1,778
10017702217_43665_43696_43698_credits_000001,10017702217,7/19/2019,8/19/2019,532,-47.96,credits,8/21/2019,CUST-00531,10017702217_43665_43696_43698_credits,10.00%,1,779
10017736231_43665_43697_43698_credits_000001,10017736231,7/19/2019,8/20/2019,481,-42.45,credits,8/21/2019,CUST-00790,10017736231_43665_43697_43698_credits,10.00%,1,780
10017736249_43665_43697_43698_credits_000001,10017736249,7/19/2019,8/20/2019,712,-62.84,credits,8/21/2019,CUST-00531,10017736249_43665_43697_43698_credits,10.00%,1,781
10017765271_43665_43696_43698_credits_000001,10017765271,7/19/2019,8/19/2019,252,-22.72,credits,8/21/2019,CUST-00678,10017765271_43665_43696_43698_credits,10.00%,1,782
10017934919_43665_43692_43698_credits_000001,10017934919,7/19/2019,8/15/2019,270,-24.7,credits,8/21/2019,CUST-00645,10017934919_43665_43692_43698_credits,10.00%,1,783
10018250430_43665_43696_43698_credits_000001,10018250430,7/19/2019,8/19/2019,4,-0.35,credits,8/21/2019,CUST-00646,10018250430_43665_43696_43698_credits,10.00%,1,784
10020743307_43665_43692_43698_credits_000001,10020743307,7/19/2019,8/15/2019,319,-29.14,credits,8/21/2019,CUST-00483,10020743307_43665_43692_43698_credits,10.00%,1,785
10037973681_43665_43693_43698_credits_000001,10037973681,7/19/2019,8/16/2019,761,-69.45,credits,8/21/2019,CUST-00653,10037973681_43665_43693_43698_credits,10.00%,1,786
10039499362_43665_43693_43698_credits_000001,10039499362,7/19/2019,8/16/2019,491,-44.82,credits,8/21/2019,CUST-00654,10039499362_43665_43693_43698_credits,10.00%,1,787
10040219700_43665_43697_43698_credits_000001,10040219700,7/19/2019,8/20/2019,1447,-130.37,credits,8/21/2019,CUST-00791,10040219700_43665_43697_43698_credits,10.00%,1,788
10041284216_43665_43698_43698_credits_000001,10041284216,7/19/2019,8/21/2019,626,-56.38,credits,8/21/2019,CUST-00632,10041284216_43665_43698_43698_credits,10.00%,1,789
10044615408_43665_43698_43698_credits_000001,10044615408,7/19/2019,8/21/2019,844,-76.01,credits,8/21/2019,CUST-00634,10044615408_43665_43698_43698_credits,10.00%,1,790
10044870060_43665_43696_43698_credits_000001,10044870060,7/19/2019,8/19/2019,1168,-97.76,credits,8/21/2019,CUST-00708,10044870060_43665_43696_43698_credits,10.00%,1,791
10044990892_43665_43696_43698_credits_000001,10044990892,7/19/2019,8/19/2019,1320,-117.15,credits,8/21/2019,CUST-00533,10044990892_43665_43696_43698_credits,10.00%,1,792
10017988758_43665_43692_43698_credits_000001,10017988758,7/19/2019,8/15/2019,801,-73.17,credits,8/21/2019,CUST-00775,10017988758_43665_43692_43698_credits,10.00%,1,793
10010809886_43666_43696_43698_credits_000001,10010809886,7/20/2019,8/19/2019,250,-21.7,credits,8/21/2019,CUST-00765,10010809886_43666_43696_43698_credits,10.00%,1,794
10014160393_43666_43699_43698_credits_000001,10014160393,7/20/2019,8/22/2019,3089,-267.97,credits,8/21/2019,CUST-00753,10014160393_43666_43699_43698_credits,10.00%,1,795
10046552484_43666_43699_43698_credits_000001,10046552484,7/20/2019,8/22/2019,1235,-106.31,credits,8/21/2019,CUST-00725,10046552484_43666_43699_43698_credits,10.00%,1,796
10019408771_43666_43698_43698_credits_000001,10019408771,7/20/2019,8/21/2019,890,-77.44,credits,8/21/2019,CUST-00727,10019408771_43666_43698_43698_credits,10.00%,1,797
10033548271_43666_43698_43698_credits_000001,10033548271,7/20/2019,8/21/2019,603,-54.07,credits,8/21/2019,CUST-00725,10033548271_43666_43698_43698_credits,10.00%,1,798
10042937218_43666_43698_43698_credits_000001,10042937218,7/20/2019,8/21/2019,876,-78.54,credits,8/21/2019,CUST-00728,10042937218_43666_43698_43698_credits,10.00%,1,799
10049063000_43666_43698_43698_credits_000001,10049063000,7/20/2019,8/21/2019,1283,-115.02,credits,8/21/2019,CUST-00726,10049063000_43666_43698_43698_credits,10.00%,1,800
10014097207_43666_43699_43698_credits_000001,10014097207,7/20/2019,8/22/2019,4,-0.36,credits,8/21/2019,CUST-00543,10014097207_43666_43699_43698_credits,10.00%,1,801
10017904540_43666_43697_43698_credits_000001,10017904540,7/20/2019,8/20/2019,8,-0.71,credits,8/21/2019,CUST-00664,10017904540_43666_43697_43698_credits,10.00%,1,802
10018006022_43666_43697_43698_credits_000001,10018006022,7/20/2019,8/20/2019,1484,-133.09,credits,8/21/2019,CUST-00665,10018006022_43666_43697_43698_credits,10.00%,1,803
10019408177_43666_43696_43698_credits_000001,10019408177,7/20/2019,8/19/2019,2892,-259.46,credits,8/21/2019,CUST-00629,10019408177_43666_43696_43698_credits,10.00%,1,804
10019409274_43666_43698_43698_credits_000001,10019409274,7/20/2019,8/21/2019,691,-61.97,credits,8/21/2019,CUST-00681,10019409274_43666_43698_43698_credits,10.00%,1,805
10029435046_43666_43697_43698_credits_000001,10029435046,7/20/2019,8/20/2019, -   ,0,credits,8/21/2019,CUST-00707,10029435046_43666_43697_43698_credits,10.00%,1,806
10039094387_43666_43699_43698_credits_000001,10039094387,7/20/2019,8/22/2019,437,-39.16,credits,8/21/2019,CUST-00619,10039094387_43666_43699_43698_credits,10.00%,1,807
10039179220_43666_43698_43698_credits_000001,10039179220,7/20/2019,8/21/2019,528,-47.33,credits,8/21/2019,CUST-00631,10039179220_43666_43698_43698_credits,10.00%,1,808
10043743938_43666_43698_43698_credits_000001,10043743938,7/20/2019,8/21/2019,910,-81.59,credits,8/21/2019,CUST-00633,10043743938_43666_43698_43698_credits,10.00%,1,809
10047816375_43666_43697_43698_credits_000001,10047816375,7/20/2019,8/20/2019,484,-43.41,credits,8/21/2019,CUST-00668,10047816375_43666_43697_43698_credits,10.00%,1,810
10014099443_43666_43699_43698_credits_000001,10014099443,7/20/2019,8/22/2019,681,-60.54,credits,8/21/2019,CUST-00613,10014099443_43666_43699_43698_credits,10.00%,1,811
10018167816_43666_43697_43698_credits_000001,10018167816,7/20/2019,8/20/2019,2641,-228.89,credits,8/21/2019,CUST-00776,10018167816_43666_43697_43698_credits,10.00%,1,812
10033441667_43667_43698_43698_credits_000001,10033441667,7/21/2019,8/21/2019,8,-0.71,credits,8/21/2019,CUST-00630,10033441667_43667_43698_43698_credits,10.00%,1,813
10038118963_43667_43699_43698_credits_000001,10038118963,7/21/2019,8/22/2019,508,-45.56,credits,8/21/2019,CUST-00618,10038118963_43667_43699_43698_credits,10.00%,1,814
10044745411_43667_43698_43698_credits_000001,10044745411,7/21/2019,8/21/2019,1567,-140.57,credits,8/21/2019,CUST-00635,10044745411_43667_43698_43698_credits,10.00%,1,815
10010853603_43669_43696_43698_credits_000001,10010853603,7/23/2019,8/19/2019,331,-29.58,credits,8/21/2019,CUST-00770,10010853603_43669_43696_43698_credits,10.00%,1,816
10030559248_43669_43698_43698_credits_000001,10030559248,7/23/2019,8/21/2019,261,-23.31,credits,8/21/2019,CUST-00744,10030559248_43669_43698_43698_credits,10.00%,1,817
10039787808_43669_43700_43698_credits_000001,10039787808,7/23/2019,8/23/2019,624,-55.69,credits,8/21/2019,CUST-00727,10039787808_43669_43700_43698_credits,10.00%,1,818
10039787808_43669_43700_43698_credits_000002,10039787808,7/23/2019,8/23/2019,276,-24.64,credits,8/21/2019,CUST-00727,10039787808_43669_43700_43698_credits,10.00%,2,819
10017766618_43669_43698_43698_credits_000001,10017766618,7/23/2019,8/21/2019,406,-36.25,credits,8/21/2019,CUST-00730,10017766618_43669_43698_43698_credits,10.00%,1,820
10032369380_43669_43698_43698_credits_000001,10032369380,7/23/2019,8/21/2019,578,-48.8,credits,8/21/2019,CUST-00729,10032369380_43669_43698_43698_credits,10.00%,1,821
10046303623_43669_43699_43698_credits_000001,10046303623,7/23/2019,8/22/2019,570,-50.89,credits,8/21/2019,CUST-00723,10046303623_43669_43699_43698_credits,10.00%,1,822
10011006870_43669_43697_43698_credits_000001,10011006870,7/23/2019,8/20/2019, -   ,0,credits,8/21/2019,CUST-00659,10011006870_43669_43697_43698_credits,10.00%,1,823
10011375184_43669_43698_43698_credits_000001,10011375184,7/23/2019,8/21/2019,755,-67.43,credits,8/21/2019,CUST-00626,10011375184_43669_43698_43698_credits,10.00%,1,824
10011432134_43669_43698_43698_credits_000001,10011432134,7/23/2019,8/21/2019,1500,-133.97,credits,8/21/2019,CUST-00627,10011432134_43669_43698_43698_credits,10.00%,1,825
10013875264_43669_43696_43698_credits_000001,10013875264,7/23/2019,8/19/2019,135,-12.06,credits,8/21/2019,CUST-00628,10013875264_43669_43696_43698_credits,10.00%,1,826
10013877484_43669_43696_43698_credits_000001,10013877484,7/23/2019,8/19/2019,234,-20.43,credits,8/21/2019,CUST-00483,10013877484_43669_43696_43698_credits,10.00%,1,827
10014139272_43669_43698_43698_credits_000001,10014139272,7/23/2019,8/21/2019,1281,-114.39,credits,8/21/2019,CUST-00719,10014139272_43669_43698_43698_credits,10.00%,1,828
10014162316_43669_43699_43698_credits_000001,10014162316,7/23/2019,8/22/2019,320,-28.07,credits,8/21/2019,CUST-00614,10014162316_43669_43699_43698_credits,10.00%,1,829
10015279903_43669_43694_43698_credits_000001,10015279903,7/23/2019,8/17/2019,295,-26.53,credits,8/21/2019,CUST-00640,10015279903_43669_43694_43698_credits,10.00%,1,830
10021028765_43669_43696_43698_credits_000001,10021028765,7/23/2019,8/19/2019,521,-46.55,credits,8/21/2019,CUST-00483,10021028765_43669_43696_43698_credits,10.00%,1,831
10026014893_43669_43696_43698_credits_000001,10026014893,7/23/2019,8/19/2019, -   ,0,credits,8/21/2019,CUST-00648,10026014893_43669_43696_43698_credits,10.00%,1,832
10029930319_43669_43700_43698_credits_000001,10029930319,7/23/2019,8/23/2019,604,-52.58,credits,8/21/2019,CUST-00448,10029930319_43669_43700_43698_credits,10.00%,1,833
10029930327_43669_43700_43698_credits_000001,10029930327,7/23/2019,8/23/2019,63,-5.48,credits,8/21/2019,CUST-00448,10029930327_43669_43700_43698_credits,10.00%,1,834
10035212314_43669_43700_43698_credits_000001,10035212314,7/23/2019,8/23/2019,200,-17.85,credits,8/21/2019,CUST-00606,10035212314_43669_43700_43698_credits,10.00%,1,835
10037340006_43669_43700_43698_credits_000001,10037340006,7/23/2019,8/23/2019,4,-0.36,credits,8/21/2019,CUST-00607,10037340006_43669_43700_43698_credits,10.00%,1,836
10038901327_43669_43693_43698_credits_000001,10038901327,7/23/2019,8/16/2019, -   ,0,credits,8/21/2019,CUST-00672,10038901327_43669_43693_43698_credits,10.00%,1,837
10044369873_43669_43699_43698_credits_000001,10044369873,7/23/2019,8/22/2019,281,-25.08,credits,8/21/2019,CUST-00620,10044369873_43669_43699_43698_credits,10.00%,1,838
10044770377_43669_43697_43698_credits_000001,10044770377,7/23/2019,8/20/2019,613,-54.75,credits,8/21/2019,CUST-00667,10044770377_43669_43697_43698_credits,10.00%,1,839
10044995891_43669_43697_43698_credits_000001,10044995891,7/23/2019,8/20/2019,319,-28.51,credits,8/21/2019,CUST-00658,10044995891_43669_43697_43698_credits,10.00%,1,840
10045525226_43669_43697_43698_credits_000001,10045525226,7/23/2019,8/20/2019,280,-25.01,credits,8/21/2019,CUST-00621,10045525226_43669_43697_43698_credits,10.00%,1,841
10046382205_43669_43696_43698_credits_000001,10046382205,7/23/2019,8/19/2019,461,-41.19,credits,8/21/2019,CUST-00636,10046382205_43669_43696_43698_credits,10.00%,1,842
10046633433_43669_43699_43698_credits_000001,10046633433,7/23/2019,8/22/2019,311,-27.74,credits,8/21/2019,CUST-00623,10046633433_43669_43699_43698_credits,10.00%,1,843
10046636196_43669_43699_43698_credits_000001,10046636196,7/23/2019,8/22/2019,194,-17.32,credits,8/21/2019,CUST-00624,10046636196_43669_43699_43698_credits,10.00%,1,844
10044499217_43669_43700_43698_credits_000001,10044499217,7/23/2019,8/23/2019,312,-27.84,credits,8/21/2019,CUST-00780,10044499217_43669_43700_43698_credits,10.00%,1,845
10032026329_43670_43699_43698_credits_000001,10032026329,7/24/2019,8/22/2019,868,-75.09,credits,8/21/2019,CUST-00759,10032026329_43670_43699_43698_credits,10.00%,1,846
10016691551_43670_43700_43698_credits_000001,10016691551,7/24/2019,8/23/2019,416,-35.23,credits,8/21/2019,CUST-00733,10016691551_43670_43700_43698_credits,10.00%,1,847
10024884511_43670_43700_43698_credits_000001,10024884511,7/24/2019,8/23/2019,1080,-89.57,credits,8/21/2019,CUST-00731,10024884511_43670_43700_43698_credits,10.00%,1,848
